candidate_identity,subset_id,cardinality,condition_ids,target,target_reached,semantic_validity,state_hash,search_space_cardinality,tested_ordinal,proof_status
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-D2FF4A6F78C96B578AD3,3,INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,0071ffa917cfb99b06602bc826fd729a8389a82a9dd0f41131a4d594691ca65c,128,62,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-C7E4E94B3027EDFF5D95,3,INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,8268fec3abdbd10b6262c850be6263dcda2420ef290cdd58840432f283867b1a,128,63,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-C1E9B013A1CD11289DA5,3,INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,fe19462e7ee04cbc81568bf0ce2e4d0b256eab51ce2c3322d7025a6e481f26cf,128,64,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-CC0A6D7E022E0CA67AAC,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01,INSTITUTIONAL_APPROVAL,false,true,60b87d6cbe106671a8f4bed26d832fbec2ef9410e753e056d3ba1ee054f14b17,128,65,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-4B6E9DC466CCA9E4ECE7,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,09894b0da37600e3201a6fb41074edf79c4212a1423574e694cc9efad677d27d,128,66,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-064B45D56DA4C3220F7F,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,ff093db95c40e18fa183fe5328d9153b3804348b312eb600e82a3ed464213e85,128,67,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-112713856136F355B5F3,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,01a580f678128f294558dc5729716f6de9fbb9e104ad2be45df15220e6a07e92,128,68,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-01E3B532EA163130B99A,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,5f1375dbfd850f5a73e2003adbae3b8ce702fcbcd3afc75d2fa37bed6029cc0b,128,69,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-DCBE2421D81031B8B0CC,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,8412aedc70eff5b20b67d20b845b233059311cfac0f99071998601eeb72e27c5,128,70,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-819D0445FCB3E77AD793,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,f0c40e1188241ee19cf18a566e929077dce4ff9560294f89c28b59919cd9827e,128,71,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-EB02C3B9EB0F36E42EFC,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,d1757d6c29f64aaa16acc3f30ede103965629c402896b20cd2ac26f064255dee,128,72,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-3F84AACE52FDD681D0A1,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,7c5ff259823896128c8ea063cc27ec28e0ab4e8a39e7ca14ced3e1666a5c44a0,128,73,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-6DA5EFCC15B621751DC6,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,14cd7fc18d0de52c4bbfddef9ba9d966ee49d62ba0a104ce4c6dfddd4ed432f8,128,74,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-785F5AF480F00433E924,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,40dfb7d0d61860cd64432727559e0a3169bf1ecc9d76ccb7519abccc26fcd092,128,75,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-1337CF206BEE4F294D5A,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,62c15de484d5dd51c6619e7dfac3557c0a5e92eb01fe84cfaa47d1055ddd30b2,128,76,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-677C4F44059F1E28C5EF,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,6a8561413898b0e18f94e89c534ab4babef395e522ebcf9c6e7100df43055fa6,128,77,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-DEA13D46892D2EC6E19D,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,c4153abfb2d65f1e3f029544d4e68895c3b6f984f88cee76bd0fd4f054475f06,128,78,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-4F3FBB702504D52C0423,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,c8d891fd604481a1c71f1864b832c437132a6053a54a5bef116173fa2c2c5236,128,79,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-E90B1F53ED41AB415AC2,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,1fe174c0e02c518e73cd0f4d39b1ce262fc66d0e168dafd109a6be379600c1e8,128,80,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-95456A77536557124B47,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,08be6d23abad0918a524a73863a1107993077428e8f9d04a06f80e83c2674c96,128,81,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-29C7750CA739B359CB60,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,167e1210d045c7de10581523bf500114aa844471c63dc33e66c8961efb3c82cd,128,82,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-6A6E87258DDE1302EC80,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,efaf7032d7d6b0648f48f7ff971e3737d2c8181f564dfa9c7aa5a65b1586152a,128,83,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-9F19F7DDB1F12D117706,4,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,018df9919209ebaf11905125ea6c2c15e31f25d621301bbec44df81734a1a6fc,128,84,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-1B3D51F1E3EC261696EE,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,fb5f2c052fd9e8a0e676f7bde01cfe524e268ab6d078b50bc5a20539f89b00b1,128,85,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-536225AAD500B18DB8DB,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,c5bfa2388bbc491d63df37b4b3700766c276ead211bddc768f595dc0cf4b3752,128,86,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-9734F47697CF43556AF5,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,7e262517b254bf505df9a7f06e88d0fad3a977675c6b188afc12f31a9afe1f10,128,87,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-2EA2B19486099FBFB64B,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,c30e11dd6788f57df4c4a065431237813a03b166b5a9d5fcd266e8a1d71b2346,128,88,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-9F0E54CC1CFBA635A1F0,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,b76843156863eca5bc18dbe819a417e15a6d990b6f7ee8c47a5bf5f848cfed54,128,89,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-596162B6820BAFE18C0F,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,1807fbbe05ab50516b53950455f15aa4596bfbfcd58b57994ad6dccbb423543f,128,90,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-A4894A13B99C0BFD6D86,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,aa6ed64b1faa003d5aadc8e7b2d0ddd996cf3de13cc4c6eb21678c6b8ee45c56,128,91,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-EE75230706131D07E4A6,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,38e9377201d7bbe1bc72a98ef25d060f6b86fe934675e88eb021549b9624d94f,128,92,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-68CBA93EED17283777A0,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,ee31a6fe4068fbfe4bee0e7721cf45e766496a95156257b1ae4515186f410e81,128,93,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-8AC40A72253C7816B2C2,4,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,1e67ae1c8c81ad6cad5c8ffb7bce8afe0f0740f6faf3321ace5e416c42ea468f,128,94,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-6CA08D4925FFBD2C7A0C,4,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,f918782a56b64ebe9bb8de740845996930e06f87d91d0f2b6fe2557fa3dc35c8,128,95,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-135467501A9697C42832,4,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,d5a48dc178905bd47bd24c67720667c322d86d233517fbb0a4599cc3a150645a,128,96,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-059AE6C58B59A2231B74,4,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,8028ce79774b250a5e1a93140e6ac042cc24d67edc74960b1d2fb2c74125d7f4,128,97,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-D2B1FD85FCAB3B5ED1C5,4,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,8ddb130e1cfdcf0d29a3214726c089e87530fdda209c5b96dabec7b00998efb8,128,98,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-4EB8F02663B66CEFAA00,4,INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,15d399dccbe69b842cbddca87e9a7470097ae6d8a2443082d402e6da2065b5a6,128,99,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-CA5E208CC1B05B6ABBB5,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,8ae68b54957ac95c396e258bbb88dff69930e82854b9acf334f04b2849559070,128,100,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-C03734D047B837D8FD9A,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,5c5f011dfe9baabe622556ab74fc8ada35d7e2d0d2e78fa88efb8d80375a4783,128,101,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-3D01DFF36CC38282BEDF,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,84c1335aa2817fe8ffb57cb1d987e524bf69dc9d2017dabe33a67bf9e73b6b18,128,102,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-AEA50C030774AE8B594B,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,8532e17f8fc123daf54210731cb6f93889a9670870eaa4e706469af09aab19fe,128,103,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-C5F1144BB1293FD19A67,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,8ab268fc4586d0da651bc1fccfeb224fbe2b90ffd2bab6c6ab65bdf3d953fafe,128,104,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-06A310E29CDA0C2F2B32,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,dd3f98de441d447ae60fce9c7f60380ba25a6ed7fb47afdaf6e2343bec2b119d,128,105,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-3736E2EB677F0D89D49B,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,12c9fd47b73f23f5c22619a94d48762e5d43266ac7e4c9498287a2eeebd8092c,128,106,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-013F784E56293F23E9C5,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,9ef00e02cb144c7873ff0b9abff89d70d63a63fd148fd65922fa2467b2a48ce3,128,107,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-A5A5B6400D894184055C,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,b5eceb6ac1e667c361396684a5145c205f9c6297251fe78c14dbb0603072354a,128,108,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-9958DA04AD9BAB9988E3,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,acd2a87065aa2100d9bf75e334738ea9802ea383b76ec02ef61b1268345521ec,128,109,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-3E26A351E065F3443081,5,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,52d80a5f3ba6ae3bb654ecd678a0071b81d653e8db4e86bc882719264e866ed5,128,110,COMPLETE
