ambiguity_risk,default_semantics,enum_domain,field_name,field_path,fingerprint_participation,historical_availability,historical_version,institutional_decision_participation,model,nullable,point_in_time_source,policy_dependency,producer,required,serialization_format,source_file,source_sha256,trade_plan_participation,type
LOW,NO_DEFAULT,,fill_probability,recommendation.trade_strategies.edge_stats.fill_probability,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,fill_window_days,recommendation.trade_strategies.edge_stats.fill_window_days,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,int | None
LOW,NO_DEFAULT,,final_exit,recommendation.trade_setup.final_exit,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,initial_stop,recommendation.trade_setup.initial_stop,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,label,recommendation.trade_strategies.strategy_rank.label,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyRank,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,level,recommendation.trade_strategies.entry_zone_basis.level,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,EntryZoneBasis,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,liquidity_points,recommendation.score_breakdown.liquidity_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,market_intelligence_points,recommendation.score_breakdown.market_intelligence_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,maximum_chase_price,recommendation.trade_setup.maximum_chase_price,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,median_holding_period_days,recommendation.trade_strategies.edge_stats.median_holding_period_days,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,int | None
LOW,NO_DEFAULT,,median_return,recommendation.trade_strategies.edge_stats.median_return,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,move_stop_to_breakeven,recommendation.trade_setup.move_stop_to_breakeven,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,name,recommendation.trade_strategies.name,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,observed_on,recommendation.observed_on,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,RecommendationReport,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'datetime.date'>
LOW,NO_DEFAULT,,opportunity_cost,recommendation.opportunity_cost,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,RecommendationReport,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'alpha.recommendation_intelligence.models.OpportunityCostAssessment'>
LOW,NO_DEFAULT,,opportunity_cost_points,recommendation.opportunity_cost.opportunity_cost_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,OpportunityCostAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,opportunity_cost_points,recommendation.score_breakdown.opportunity_cost_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,partial_exit,recommendation.trade_setup.partial_exit,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,percentile,recommendation.opportunity_cost.percentile,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,OpportunityCostAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,portfolio_adjustment_points,recommendation.score_breakdown.portfolio_adjustment_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,position_size_multiplier,recommendation.trade_strategies.position_size_multiplier,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,preferred_entry,recommendation.trade_setup.preferred_entry,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,probability_points,recommendation.score_breakdown.probability_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,rank,recommendation.opportunity_cost.better_candidates.rank,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,CandidateComparison,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'int'>
LOW,NO_DEFAULT,,rank,recommendation.opportunity_cost.rank,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,OpportunityCostAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'int'>
LOW,NO_DEFAULT,,rank,recommendation.trade_strategies.strategy_rank.rank,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyRank,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,int | None
LOW,NO_DEFAULT,,rationale,recommendation.trade_strategies.strategy_rank.rationale,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyRank,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,reasons,recommendation.allocation.reasons,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,AllocationAdjustment,false,recommendation producer input,PORTFOLIO_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,"tuple[str, ...]"
LOW,NO_DEFAULT,,reasons,recommendation.expected_value.reasons,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,ExpectedValueAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,"tuple[str, ...]"
LOW,NO_DEFAULT,,reasons,recommendation.opportunity_cost.reasons,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,OpportunityCostAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,"tuple[str, ...]"
LOW,NO_DEFAULT,,reward_to_risk,recommendation.expected_value.reward_to_risk,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,ExpectedValueAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,risk_points,recommendation.score_breakdown.risk_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,risk_reward,recommendation.trade_strategies.risk_reward,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,sample_size,recommendation.trade_strategies.edge_stats.sample_size,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'int'>
LOW,NO_DEFAULT,,score,recommendation.expected_value.score,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,ExpectedValueAssessment,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,score,recommendation.opportunity_cost.better_candidates.score,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,CandidateComparison,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,score,recommendation.score,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationReport,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,score_breakdown,recommendation.score_breakdown,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationReport,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'alpha.recommendation_intelligence.models.RecommendationScoreBreakdown'>
LOW,NO_DEFAULT,,setup_category,recommendation.trade_setup.setup_category,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,setup_confidence,recommendation.trade_setup.setup_confidence,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,setup_name,recommendation.trade_setup.setup_name,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,setup_quality,recommendation.trade_setup.setup_quality,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,setup_stage,recommendation.trade_setup.setup_stage,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,stop_chase_price,recommendation.trade_setup.stop_chase_price,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,TradeSetupAssessment,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,stop_loss,recommendation.trade_strategies.stop_loss,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,stop_loss_hit_rate,recommendation.trade_strategies.edge_stats.stop_loss_hit_rate,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,stop_rule,recommendation.trade_strategies.stop_rule,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,strategy_points,recommendation.score_breakdown.strategy_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
LOW,NO_DEFAULT,,strategy_rank,recommendation.trade_strategies.strategy_rank,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'alpha.recommendation_intelligence.models.StrategyRank'>
LOW,NO_DEFAULT,,symbol,recommendation.expected_value.symbol,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,ExpectedValueAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,symbol,recommendation.opportunity_cost.better_candidates.symbol,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,CandidateComparison,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,symbol,recommendation.opportunity_cost.symbol,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,OpportunityCostAssessment,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,symbol,recommendation.symbol,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationReport,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,,target_1,recommendation.trade_strategies.target_1,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,target_1_hit_rate,recommendation.trade_strategies.edge_stats.target_1_hit_rate,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,target_2,recommendation.trade_strategies.target_2,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,target_2_hit_rate,recommendation.trade_strategies.edge_stats.target_2_hit_rate,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
